ID,Name,Ingredient 1,Ingredient 1 Quantity,Ingredient 1 Unit,Ingredient 1 Real Weight (g),Ingredient 1 Omittable,Ingredient 1 Exchangeable With,Ingredient 2,Ingredient 2 Quantity,Ingredient 2 Unit,Ingredient 2 Real Weight (g),Ingredient 2 Omittable,Ingredient 2 Exchangeable With,Ingredient 3,Ingredient 3 Quantity,Ingredient 3 Unit,Ingredient 3 Real Weight (g),Ingredient 3 Omittable,Ingredient 3 Exchangeable With,Ingredient 4,Ingredient 4 Quantity,Ingredient 4 Unit,Ingredient 4 Real Weight (g),Ingredient 4 Omittable,Ingredient 4 Exchangeable With,Ingredient 5,Ingredient 5 Quantity,Ingredient 5 Unit,Ingredient 5 Real Weight (g),Ingredient 5 Omittable,Ingredient 5 Exchangeable With,Ingredient 6,Ingredient 6 Quantity,Ingredient 6 Unit,Ingredient 6 Real Weight (g),Ingredient 6 Omittable,Ingredient 6 Exchangeable With,Ingredient 7,Ingredient 7 Quantity,Ingredient 7 Unit,Ingredient 7 Real Weight (g),Ingredient 7 Omittable,Ingredient 7 Exchangeable With,Ingredient 8,Ingredient 8 Quantity,Ingredient 8 Unit,Ingredient 8 Real Weight (g),Ingredient 8 Omittable,Ingredient 8 Exchangeable With,Ingredient 9,Ingredient 9 Quantity,Ingredient 9 Unit,Ingredient 9 Real Weight (g),Ingredient 9 Omittable,Ingredient 9 Exchangeable With,Ingredient 10,Ingredient 10 Quantity,Ingredient 10 Unit,Ingredient 10 Real Weight (g),Ingredient 10 Omittable,Ingredient 10 Exchangeable With,Ingredient 11,Ingredient 11 Quantity,Ingredient 11 Unit,Ingredient 11 Real Weight (g),Ingredient 11 Omittable,Ingredient 11 Exchangeable With,Ingredient 12,Ingredient 12 Quantity,Ingredient 12 Unit,Ingredient 12 Real Weight (g),Ingredient 12 Omittable,Ingredient 12 Exchangeable With,Ingredient 13,Ingredient 13 Quantity,Ingredient 13 Unit,Ingredient 13 Real Weight (g),Ingredient 13 Omittable,Ingredient 13 Exchangeable With,Ingredient 14,Ingredient 14 Quantity,Ingredient 14 Unit,Ingredient 14 Real Weight (g),Ingredient 14 Omittable,Ingredient 14 Exchangeable With,Ingredient 15,Ingredient 15 Quantity,Ingredient 15 Unit,Ingredient 15 Real Weight (g),Ingredient 15 Omittable,Ingredient 15 Exchangeable With,Ingredient 16,Ingredient 16 Quantity,Ingredient 16 Unit,Ingredient 16 Real Weight (g),Ingredient 16 Omittable,Ingredient 16 Exchangeable With,Ingredient 17,Ingredient 17 Quantity,Ingredient 17 Unit,Ingredient 17 Real Weight (g),Ingredient 17 Omittable,Ingredient 17 Exchangeable With,Ingredient 18,Ingredient 18 Quantity,Ingredient 18 Unit,Ingredient 18 Real Weight (g),Ingredient 18 Omittable,Ingredient 18 Exchangeable With,Ingredient 19,Ingredient 19 Quantity,Ingredient 19 Unit,Ingredient 19 Real Weight (g),Ingredient 19 Omittable,Ingredient 19 Exchangeable With,Ingredient 20,Ingredient 20 Quantity,Ingredient 20 Unit,Ingredient 20 Real Weight (g),Ingredient 20 Omittable,Ingredient 20 Exchangeable With,Ingredient 21,Ingredient 21 Quantity,Ingredient 21 Unit,Ingredient 21 Real Weight (g),Ingredient 21 Omittable,Ingredient 21 Exchangeable With,Ingredient 22,Ingredient 22 Quantity,Ingredient 22 Unit,Ingredient 22 Real Weight (g),Ingredient 22 Omittable,Ingredient 22 Exchangeable With,Ingredient 23,Ingredient 23 Quantity,Ingredient 23 Unit,Ingredient 23 Real Weight (g),Ingredient 23 Omittable,Ingredient 23 Exchangeable With,Ingredient 24,Ingredient 24 Quantity,Ingredient 24 Unit,Ingredient 24 Real Weight (g),Ingredient 24 Omittable,Ingredient 24 Exchangeable With,Ingredient 25,Ingredient 25 Quantity,Ingredient 25 Unit,Ingredient 25 Real Weight (g),Ingredient 25 Omittable,Ingredient 25 Exchangeable With,Ingredient 26,Ingredient 26 Quantity,Ingredient 26 Unit,Ingredient 26 Real Weight (g),Ingredient 26 Omittable,Ingredient 26 Exchangeable With,Ingredient 27,Ingredient 27 Quantity,Ingredient 27 Unit,Ingredient 27 Real Weight (g),Ingredient 27 Omittable,Ingredient 27 Exchangeable With,Ingredient 28,Ingredient 28 Quantity,Ingredient 28 Unit,Ingredient 28 Real Weight (g),Ingredient 28 Omittable,Ingredient 28 Exchangeable With,Ingredient 29,Ingredient 29 Quantity,Ingredient 29 Unit,Ingredient 29 Real Weight (g),Ingredient 29 Omittable,Ingredient 29 Exchangeable With,Ingredient 30,Ingredient 30 Quantity,Ingredient 30 Unit,Ingredient 30 Real Weight (g),Ingredient 30 Omittable,Ingredient 30 Exchangeable With,Preparation Instruction,Difficulty,Preparation Time (min),Other time (min),Popularity,Source,Meal Category (1:n)
50,Brokkoli mit Frischkäse,Olivenöl,"0,5",EL,5,0,0,Schwein Schinkenspeck,100,g,100,0,0,Zwiebel,"0,5",Stück,46,0,0,grüne Peperoni (gedünstet),"1,5",Stück,20,0,0,Knoblauchzehe,"1,5",Zehe,"4,5",0,0,Frischkäse,100,g,100 g,0,0,Tomatenmark,"0,5",EL,"7,5",0,0,Magermilch,20,ml,20,0,0,Broccoli,"0,5",Stück,30,0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Öl in Pfanne erhitzen, Speckwürfel leicht anbraten, dann Zwiebel, klein geschnittene Peperoni und zuletzt klein gehackten Knoblauch in dieser Reihenfolge dazugeben. Mit Milch ablöschen. Frischkäse und Tomatenmark hinzugeben und verrühren. Brokkoli hineingeben. Zuerst dünn geschnittenen Strunk, dann Röschen mit Stiel nach unten und mit Salz, Pfeffer abschmecken. 5 Min. mit Deckel angaren.",1,20,15,158,,"2,3"
51,Cevapcici-Gemüse-Gratin,Cevapcici,250,g,250 ,0,0,Paprikaschote,"0,5",Stück,36,0,0,Zucchini,"0,5",Stück,44,0,0,Sahne,50,ml,50,0,0,Magermilch,50,ml,50,0,0,,,,,0,0,Tomatenmark,10,g,10,0,0,Jod-Salz,1,Prise,1,0,0,"Paprikapulver, edelsüß",1,Prise,"0,2",0,0,Gouda,"62,5",g,"62,5",0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TK-Cevapcici in Auflaufform verteilen und bei 200°C in Ofen schieben. Zeitgleich Paprika und Zucchini in Stücke schneiden und mit Fett in Pfanne anbraten. Sahne und Milch mit Bindobin verquirlen und zum Gemüse geben. Tomatenmark zugeben, mit Pfeffer, Salz und Paprika würzen und einige Minuten köcheln lassen bis Gemüse gar ist. Gemüsemasse über die inzwischen gebräunten Cevapcici geben und verteilen. Mit geriebenen Käse bestreuen und das Ganze erneut in Ofen geben bis Käse leicht gebräunt ist.",1,30,35,165,,"2,3"
52,Hackfleischtopf mit Kohlrabi,Kohlrabi gegart,300,g,300,g,g,Zwiebel,"0,5",Stück,46,0,0,Olivenöl,"0,5",EL,5,0,0,Rind Hackfleisch,125,g,125,0,0,Gemüsebrühe,165,ml,165,0,0,Sahne,40,ml,40,0,0,Meersalz,"0,5",Prise,"0,5",0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kohlrabi schälen und in dünne Scheibchen schneiden. Zwiebel schälen und fein würfeln. Öl in beschichteter Pfanne erhitzen, dann fein gewürfelte Zwiebeln und Hackfleisch anbraten. Kohlrabi dazugeben und dünsten. Mit Gemüsebrühe ablöschen und 15 Min. garen. Dann Sahne dazu geben, mit Meersalz und Pfeffer abschmecken.",1,10,15,104,,"2,3"
53,Paprika-Hähnchenpfanne mit Mangosauce,Hähnchen (Brust),200,g,200,0,0,Paprikaschote,1,Stück,77,0,0,Zwiebel,1,Stück,96,0,0,Knoblauchzehe,1,Zehe,3,0,0,Mango,1,Stück,69,0,0,Gemüsebrühe,100,ml,100,0,0,Tomatenmark,1,TL,5,0,0,Frischkäse,2,EL,24,0,0,Schnittlauch,1,Prise,"0,2",0,0,Jod-Salz,1,Prise,1,0,0,"Paprikapulver, edelsüß",1,Prise,"0,2",0,0,,,,,,0,Pfeffer,1,Prise,"0,2",0,0,Olivenöl,1,TL,3,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zwiebel in Ringe und Paprika in Streifen schneiden. Hähnchen in kleine Filets schneiden. Mango würfeln und Knoblauch hacken. Öl in kleinen Topf erhitzen, Knoblauch und Mango darin kurz anschwitzen. Mit Gemüsebrühe ablöschen und zugedeckt 10 Min. köcheln lassen. Zeitgleich Öl in großer Pfanne erhitzen und Paprika darin 5 Min. anschwitzen. Dann Filets und Zwiebeln dazugeben und weitere 5 Min. mitgaren, bis Zwiebeln gebräunt und Filets medium gegart sind. Mit edelsüßem Paprikapulver würzen. Nun Mangosoße vom Herd nehmen und Tomatenmark, Frischkäse einrühren und mit Salz, Pfeffer und Chili abschmecken. Ggf. Schnittlauch dazugeben. Filets und Paprika auf Teller anrichten und mit Soße übergießen.",1,10,10,108,,"2,3"
54,Griechischer Zucchini-Auflauf mit Feta,Feta,100,g,100 ,0,0,Rind Hackfleisch,200,g,200 ,0,0,Zucchini,1,Stück,87,0,0,Zwiebel,"0,5",Stück,46,0,0,Knoblauchzehe,"0,5",Zehe,"1,5",0,0,Tomatenmark,"0,5",EL,"7,5",0,0,Gemüsebrühe,"0,25",Würfel,1,0,0,Wasser,50,ml,50,0,0,Olivenöl,1,TL,3,0,0,Thymian,1,Prise,"0,2",0,0,Oregano,1,Prise,"0,2",0,0,Basilikum,1,Prise,"0,2",0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",1,1,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Backofen auf 150°C vorheizen. Zwiebel und Knoblauch fein hacken. Zucchini in Scheibchen schneiden. Auflaufform mit Öl bepinseln, Zucchinischeiben dachziegelartig in Form legen. Hackfleisch in Öl anbraten, Zwiebeln und Knoblauch dazugeben und weiterbraten, bis Zwiebeln glasig sind. Nun Tomatenmark unterrühren bis es leicht zu duften anfängt. Jetzt Gewürze dazu geben und mit Wasser ablöschen. Bei mittlerer Hitze 7 Min. weiter schmoren und mit Salz und Pfeffer abschmecken. Einen Teil der Hackmischung auf Zucchini geben und Feta darüber krümeln. Dann erneut Zucchini drauf schichten, Hackmischung und mit Feta abschließen. Für 20 Min. in Backofen schieben.",1,15,20,117,,"2,3"
55,Käsefrikadellen mit Putenhackfleisch,Pute Hackfleisch,400,g,400 ,0,0,geriebener Käse,120,g,120,0,0,Eier,1,Stück,58,0,0,Jod-Salz,1,Prise,1,0,0,Paprikapulver,1,Prise,"0,2",0,0,Currypaste,1,TL,4,0,0,Chilipulver,1,Prise,1,0,0,Zwiebel,1,Stück,96,0,0,,,,,,,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hackfleisch mit geriebenen Käse und Ei vermengen. Mit Salz, Pfeffer, Paprika und der Currypaste würzen. Gehackte Zwiebel und gepretter Knoblauch hinzufügen. Masse kurz ziehen lassen. Kleine, gleich große Bällchen formen und flach drücken. Pfanne erhitzen und die Bällchen bei mittlerer Hitze von beiden Seiten goldbraun durchbraten. Schmecken sowohl warm als auch kalt.",1,40,0,151,,"2,3,4"
56,Low Carb Lachs mit Ofengemüse,Lachsfilet,125,g,125 ,0,0,Zucchini gegart,"0,5",Stück,44,0,0,Paprikaschote gegart,"0,5",Stück,"38,5",0,0,Cocktailtomaten,150,g,150 ,0,0,Champignon gegart,75,g,75 ,0,0,Schafskäse,50,g,50 ,0,0,Knoblauchzehe,1,Zehe,3,0,0,Jod-Salz,1,Prise,1,0,0,,,,,,,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lachs, falls TK etwas antauen lassen, waschen und trocken tupfen. Mit Salz und Pfeffer würzen. Schafskäse in Würfel, Zucchini, Pilze und Paprika in Streifen schneiden, Tomaten vierteln und Knoblauch hacken. Gemüse mit dem Knoblauch, Salz und Pfeffer sowie etwas Chili-Öl in Schüssel vermengen. Auf einem Backblech aus Alufolie eine ""Schüssel"" formen, d.h. Ränder an 4 Seiten hochschlagen. Nun Gemüse darauf verteilen. Dann Lachs darauf legen, mit etwas Chili-Öl beträufeln und Schafskäse großzügig darüber krümeln. 32 Min. bei 180 °C im Ofen garen.",1,15,30,103,,"2,3"
57,Schafskäse auf Gemüsebett,Feta,1,Packung,150,0,0,Zwiebel,"0,33",Stück,30,0,0,Tomate rot,133,g,133 ,0,0,Zucchini gegart,"0,33",Stück,29,0,0,Paprikaschote gegart,"0,33",Stück,25,0,0,Thymian,1,Prise,"0,2",0,0,Gemüsebrühe,1,TL,3,0,0,Balsamico,1,TL,5,0,0,,0,,0,0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zwiebeln in Ringe schneiden, kleine Pfanne erhitzen und einen Schluck Wasser hineingeben. Zwiebeln dazugeben und 3 Min. dünsten. Auflaufform mit geviertelten Tomaten und in Scheiben geschnittenen Paprika und Zucchini befüllen. Zwiebeln ebenfalls hinzugeben. Schafskäse darüber bröseln und alles mit einem Löffel vermischen. Gemüsebrühe in Tasse mischen. Ebenso den Balsamicoessig zugeben. Vermischen und über das Gemüse und den Käse gießen. Kräuter hacken und dekorativ drüber streuen. 18 Min. bei 200°C im Ofen backen. Mit Pfeffer bestreuen und servieren.",1,30,20,118,,"1,2,3,4"
58,Zucchinispaghetti mit Bolognese,Zucchini gegart,1,Stück,87,0,0,Pute Hackfleisch,250,g,250 ,0,0,passierte Tomaten,1,Packung,250,0,0,Tomatenmark,"1,5",EL,"22,5",0,0,Magermilch,50,ml,50,0,0,Jod-Salz,1,Prise,1,0,0,Oregano,1,Prise,"0,2",0,0,Olivenöl,1,TL,3,0,0,Zwiebel,"0,5",Stück,46,0,0,,0,,0,0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zwiebeln schälen, fein hacken und mit etwas Öl andünsten. Nun Putenfleisch hinzufügen und anbraten. Tomatenmark & passierte Tomaten zugeben und aufkochen. Milch hinzufügen und mit Salz, Pfeffer und Oregano würzen. 15 Min. auf niedriger Flamme köcheln. Zeitgleich Zucchini entkernen und Fruchtfleisch mit Gemüseschäler in Streifen schälen. Zucchinistreifen mit Salz in Topf geben. Kochendes Wasser darübergießen und 5 Min. ziehen lassen. Putenhack vom Herd nehmen und die Zucchinistreifen abgießen. Anrichten und Servieren.",1,15,20,149,,"2,3"
59,"Veganes, basisches Chili",Rote Linsen,80,g,80,0,0,Gemüsebrühe,25,ml,25,0,0,Zuckermais,80,g,80,0,0,Paprikaschote gegart,"0,5",Stück,36,0,0,Bohnen grün gegart,100,g,100,0,0,Zwiebel,"0,25",Stück,23,0,0,Knoblauchzehe,"0,5",Zehe,"1,5",0,0,Pfeffer,1,Prise,"0,2",0,0,Cayennepfeffer,1,Prise,"0,2",0,0,Paprikapulver,1,Prise,"0,2",0,0,Chilipulver,1,Prise,"0,2",0,0,Meersalz,1,Prise,1,0,0,Mandelmus,"0,5",EL,12,0,0,Olivenöl,1,TL,3,0,0,,,,,,,,0,,0,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Linsen 10 Min. in Gemüsebrühe kochen, Zwiebel in anderen, großen Topf anbraten und Paprikawürfel sowie grünen Bohnen zugeben. Nun geschälte Tomaten dazugeben und mit Gemüsebrühepulver würzen und Knoblauch reinpressen. Nun Mais und rote Linsen hinzugeben. Danach Mandelmus hinzugeben.",1,45,0,254,,"2,3"
60,"Thai Suppe mit Glasnudeln, Spinat und Hühnchen",Hähnchen (Brust),125,g,125 ,0,0,Spinat,50,g,50,0,0,Gemüsebrühe,125,ml,125,0,0,Kokosmilch,"0,25",Dose,100,0,0,Chili rot,"0,25",Stück,4,0,0,Zwiebel,"0,25",Stück,23,0,0,Jod-Salz,1,Prise,1,0,0,Glasnudeln,125,g,125,0,0,Olivenöl,1,TL,3,0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fleisch mundgerecht schneiden und in großem Topf mit geschnittenem Chili in Öl anbraten. Zwiebel würfeln und braten. Nun Kokosmilch aufschütten und kurz aufkochen lassen. Gemüsebrühe hinzugeben und ebenfalls kurz aufkochen. Jetzt Spinatblätter einrühren und mit Salz & Pfeffer würzen. Suppe 10 Min. kochen. Dann Glasnudeln nach Packungsanleitung zubereiten. Auf Teller erst Glasnudeln anrichten und dann mit Suppe übergießen.,1,15,10,252,,"2,3"
61,Eierlasagne low carb,Crème fraîche,20,g,20,0,0,Rind Hackfleisch,100,g,100,0,0,Zwiebel,"0,25",Stück,23,0,0,Tomate rot,100,g,100,0,0,passierte Tomaten,100,g,100,0,0,geriebener Käse,"33,3",g,"33,3",0,0,Sahne,15,ml,15,0,0,Mehl,10,g,10,0,0,Olivenöl,1,TL,3,0,0,Oregano,1,Prise,"0,2",0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",0,0,Eier,1,Stück,58,0,0,Muskatnuss,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lasagneplatten: Eier aufschlagen & verquirlen. Backblech mit Backpapier auslegen, Eimasse darauf geben & bei 100°C in Ofen schieben. Masse regelmäßig glatt auf dem gesamten Blech verteilen.
Hackfleischfüllung: Zwiebeln hacken, anbraten und Hackfleisch hinzugeben. Fleisch mit Salz, Pfeffer würzen und braten. Nun mit gehackten Tomaten und passierten Tomaten ablöschen. Danach mit Oregano, Basilikum, Thymian abschmecken.
Bechamel: Erhitztes Öl mit Mehl vermengen & mit Sahne und etwas Wasser ablöschen und cremig rühren. Mit Salz, Pfeffer und Muskat würzen. Crème fraîche hinzugeben und zur Seite stellen.
Nun Eimasse in Scheiben schneiden, die der genutzten Auflaufform entsprechen. Jetzt abwechselnd, beginnend mit der Hackfleischsauce, Sauce Bechamel und Lasagneplatten in Auflaufform stapeln. Letzte Schicht sollte Bechamel sein, welche nun mit Käse überstreut wird.
Alles 20 Min. bei 180 °C im Ofen backen, bis der Käse goldbraun angebraten ist.",1,45,20,203,,"2,3"
62,Mediterrane Thunfischpizza ohne Mehl,Thunfisch,150,g,150 ,0,0,Eier,"1,5",Stück,87,0,0,Tomatenmark,"0,5",EL,15,0,0,Wasser,"1,5",EL,15,0,0,Jod-Salz,"0,5",Prise,"0,5",0,0,Pfeffer,"0,4",TL,1,0,0,Kräuter der Provence,"0,5",TL,1,0,0,Kapern,1,EL,10,0,0,Artischocke,"0,5",Stück,100,0,0,Zwiebel,"0,5",Stück,46,0,0,Feta,75,g,75 ,0,0,Parmesan,15,g,15 ,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thunfisch abtropfen, in Schüssel geben und mit Gabel zerdrücken. Eier hinzufügen und vermischen. Masse auf ein mit Backpapier ausgelegten Backblech legen und 15 Min. bei 180°C im vorgeheizten Ofen backen. Zeitgleich Tomatenmark mit Wasser, Salz, Pfeffer und Kräuter der Provence verrühren. Zwiebel in Ringe schneiden und Artischocke zerteilen. Fetakäse in Streifen schneiden und Parmesankäse reiben. Thunfischboden aus Backofen nehmen und Tomatensoße darauf verteilen. Kapern, Artischocken und Zwiebeln auf Pizza legen. Dann mit Fetakäse belegen und mit Parmesan gestreuen. Pizza nochmals 30 Min. bei 180° C in Ofen backen.",1,10,45,310,,"2,3"
63,Gratinierte irische Steaks mit Gurkensalat,Rind Steak gegart,300,g,300,0,0,Knoblauchzehe,1,Zehe,3,0,0,Olivenöl,1,EL,10,0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer schwarz,1,Prise,"0,2",0,0,Zitrone,"0,5",Stück,5,0,0,Senf mittelstark,"0,5",TL,3,0,0,Petersilie,1,EL,4,0,0,Dill,"0,5",EL,3,0,0,Mandeln,"1,5",EL,15,0,0,Gurke,"0,5",Stück,200,0,0,Joghurt,75,g,75 ,0,0,Cayennepfeffer,1,Prise,"0,2",0,0,,,,,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ofen auf 200 °C vorheizen. Steaks mit Wasser waschen und trocknen & Fettrand einschneiden. Knoblauch schälen, zerdrücken, fein hacken, mit Öl, Salz, Pfeffer, abgeriebener Zitronenschale, Senf, der Hälfte der Petersilie, den gemahlenen Mandeln und Cayennepfeffer zu dicklichen Paste verrühren. Butterschmalz in Pfanne stark erhitzen und Steaks von beiden Seiten etwa 2 Min. anbraten und salzen und pfeffern. In ofenfeste Form legen und die Mandelpaste darauf verstreichen. In Ofen ca. 10 Min. überbacken. In Zwischenzeit Gurke schälen und in 0,5cm dicke Stifte schneiden. Joghurt mit Salz, Pfeffer, restlicher Petersilie, Dill und etwas Cayennepfeffer verrühren. Steaks auf Teller geben, Joghurt-Dressing mit Gurkenstiften vermengen, abschmecken und mit überbackenen Rindersteaks anrichten.",1,20,15,92,,"2,3"
64,Low-Carb Flammkuchen vegetarisch,Blumenkohl,250,g,250 ,0,0,Eier,2,Stück,116,0,0,geriebener Käse,200,g,200 ,0,0,Crème fraîche,30,g,30,0,0,Zwiebel,1,Stück,92,0,0,Paprikaschote,1,Stück,77,0,0,Jod-Salz,1,Prise,"1
",0,0,Pfeffer,"1
",Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rohen Blumenkohl für Boden raspeln, sodass Konsistenz an Reiskörner erinnert. Nun Eier und 3/4 des geriebenen Käse hinzugeben und salzen. Zutaten vermengen. Blech mit Backpapier belegen und Teig mit Springformrand in runde Form bringen. Darauf achten, dass keine Löcher im Teigboden entstehen. Teig 25 Min bei 180°C im Ofen backen. Zeitgleich für Belag Creme fraîche mit restlichem Käse vermengen, salzen und pfeffern, die Zwiebel in dünne Ringe und die Paprika in feine Streifen schneiden. Nun vorgebackenen Boden mit Creme-fraîche-Masse bestreichen, mit Zwiebeln und Paprika belegen und 15 Min. in Ofen backen.",1,10,40,10,,"2,3"
65,Kräutergulasch in Mascarponesauce,Schwein Gulasch,250,g,250 ,0,0,Mascarpone,125 ,g,125 ,0,0,Fleischbrühe,250,ml,250,0,0,Zwiebel,"0,5",Stück,46,0,0,Pfefferminz,1,EL,5,0,0,Zitrone Fruchtsaft,1,EL,10,0,0,Jod-Salz,1,Prise,"1
",0,0,Knoblauchzehe,"0,5",Zehe,"1,5",0,0,Olivenöl,1,TL,"3
",0,0,Pfeffer,"1
",Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Öl erhitzen, Fleisch darin anbraten, bis es rundherum gebräunt ist. Zwiebel zugeben, kurz mitbraten und Brühe angießen. Knoblauch zufügen, mit Pfeffer und Salz würzen. Zugedeckt 30 Min. auf kleiner Hitze köcheln lassen.  Deckel abnehmen, wenn Fleisch fast gar ist. 15 min. ohne Deckel auf mittlerer Hitze weiter kochen, damit sich die Flüssigkeit auf die Hälfte reduziert. Mascarpone einrühren, Kräuter und Zitronensaft zugeben, nochmals mit den Gewürzen abschmecken und servieren.",1,15,45,89,,"2,3"
66,"Mediterraner Fischeintopf - fettarm, Low Carb und dennoch mehr als köstlich",Lachs,1,Stück,150,0,0,Seelachs,1,Stück,150,0,0,Garnelen,100,g,100,0,0,stückige Tomaten,"1,5",Dose,600,0,0,Suppengrün,"0,5",Bund,10,0,0,Olivenöl,1,TL,"3
",0,0,Lorbeerblatt,1,Stück,"0
",0,0,Knoblauchzehe,1,Zehe,3,0,0,Zwiebel (rot),"0,5",Stück,46,0,0,Kräuter der Provence,1,Prise,"0,2",0,0,Jod-Salz,1,Prise,"1
",0,0,Cayennepfeffer,1,Prise,"0,2",0,0,Pfeffer,"1
",Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zwiebeln mit gehackten Knoblauch & Lorbeerblättern in Öl anschwitzen. Geschnittes Suppengrün und Zitronenabrieb dazugeben und anschwitzen bis Gemüse Farbe bekommt. Alles mit Weißwein ablöschen und 3 Min. kochen, sodass Alkohol verschwindet und Weinaroma bleibt. Mit Salz, Pfeffer, Kräutern der Provence und Pfeffer würzen. Fisch hinzugeben und 5 Min. mitgaren. Nun Garnelen dazugeben und in Suppe ziehen lassen.",1,20,20,104,,"2,3"
