ID,Name,Ingredient 1,Ingredient 1 Quantity,Ingredient 1 Unit,Ingredient 1 Real Weight (g),Ingredient 1 Omittable,Ingredient 1 Exchangeable With,Ingredient 2,Ingredient 2 Quantity,Ingredient 2 Unit,Ingredient 2 Real Weight (g),Ingredient 2 Omittable,Ingredient 2 Exchangeable With,Ingredient 3,Ingredient 3 Quantity,Ingredient 3 Unit,Ingredient 3 Real Weight (g),Ingredient 3 Omittable,Ingredient 3 Exchangeable With,Ingredient 4,Ingredient 4 Quantity,Ingredient 4 Unit,Ingredient 4 Real Weight (g),Ingredient 4 Omittable,Ingredient 4 Exchangeable With,Ingredient 5,Ingredient 5 Quantity,Ingredient 5 Unit,Ingredient 5 Real Weight (g),Ingredient 5 Omittable,Ingredient 5 Exchangeable With,Ingredient 6,Ingredient 6 Quantity,Ingredient 6 Unit,Ingredient 6 Real Weight (g),Ingredient 6 Omittable,Ingredient 6 Exchangeable With,Ingredient 7,Ingredient 7 Quantity,Ingredient 7 Unit,Ingredient 7 Real Weight (g),Ingredient 7 Omittable,Ingredient 7 Exchangeable With,Ingredient 8,Ingredient 8 Quantity,Ingredient 8 Unit,Ingredient 8 Real Weight (g),Ingredient 8 Omittable,Ingredient 8 Exchangeable With,Ingredient 9,Ingredient 9 Quantity,Ingredient 9 Unit,Ingredient 9 Real Weight (g),Ingredient 9 Omittable,Ingredient 9 Exchangeable With,Ingredient 10,Ingredient 10 Quantity,Ingredient 10 Unit,Ingredient 10 Real Weight (g),Ingredient 10 Omittable,Ingredient 10 Exchangeable With,Ingredient 11,Ingredient 11 Quantity,Ingredient 11 Unit,Ingredient 11 Real Weight (g),Ingredient 11 Omittable,Ingredient 11 Exchangeable With,Ingredient 12,Ingredient 12 Quantity,Ingredient 12 Unit,Ingredient 12 Real Weight (g),Ingredient 12 Omittable,Ingredient 12 Exchangeable With,Ingredient 13,Ingredient 13 Quantity,Ingredient 13 Unit,Ingredient 13 Real Weight (g),Ingredient 13 Omittable,Ingredient 13 Exchangeable With,Ingredient 14,Ingredient 14 Quantity,Ingredient 14 Unit,Ingredient 14 Real Weight (g),Ingredient 14 Omittable,Ingredient 14 Exchangeable With,Ingredient 15,Ingredient 15 Quantity,Ingredient 15 Unit,Ingredient 15 Real Weight (g),Ingredient 15 Omittable,Ingredient 15 Exchangeable With,Ingredient 16,Ingredient 16 Quantity,Ingredient 16 Unit,Ingredient 16 Real Weight (g),Ingredient 16 Omittable,Ingredient 16 Exchangeable With,Ingredient 17,Ingredient 17 Quantity,Ingredient 17 Unit,Ingredient 17 Real Weight (g),Ingredient 17 Omittable,Ingredient 17 Exchangeable With,Ingredient 18,Ingredient 18 Quantity,Ingredient 18 Unit,Ingredient 18 Real Weight (g),Ingredient 18 Omittable,Ingredient 18 Exchangeable With,Ingredient 19,Ingredient 19 Quantity,Ingredient 19 Unit,Ingredient 19 Real Weight (g),Ingredient 19 Omittable,Ingredient 19 Exchangeable With,Ingredient 20,Ingredient 20 Quantity,Ingredient 20 Unit,Ingredient 20 Real Weight (g),Ingredient 20 Omittable,Ingredient 20 Exchangeable With,Ingredient 21,Ingredient 21 Quantity,Ingredient 21 Unit,Ingredient 21 Real Weight (g),Ingredient 21 Omittable,Ingredient 21 Exchangeable With,Ingredient 22,Ingredient 22 Quantity,Ingredient 22 Unit,Ingredient 22 Real Weight (g),Ingredient 22 Omittable,Ingredient 22 Exchangeable With,Ingredient 23,Ingredient 23 Quantity,Ingredient 23 Unit,Ingredient 23 Real Weight (g),Ingredient 23 Omittable,Ingredient 23 Exchangeable With,Ingredient 24,Ingredient 24 Quantity,Ingredient 24 Unit,Ingredient 24 Real Weight (g),Ingredient 24 Omittable,Ingredient 24 Exchangeable With,Ingredient 25,Ingredient 25 Quantity,Ingredient 25 Unit,Ingredient 25 Real Weight (g),Ingredient 25 Omittable,Ingredient 25 Exchangeable With,Ingredient 26,Ingredient 26 Quantity,Ingredient 26 Unit,Ingredient 26 Real Weight (g),Ingredient 26 Omittable,Ingredient 26 Exchangeable With,Ingredient 27,Ingredient 27 Quantity,Ingredient 27 Unit,Ingredient 27 Real Weight (g),Ingredient 27 Omittable,Ingredient 27 Exchangeable With,Ingredient 28,Ingredient 28 Quantity,Ingredient 28 Unit,Ingredient 28 Real Weight (g),Ingredient 28 Omittable,Ingredient 28 Exchangeable With,Ingredient 29,Ingredient 29 Quantity,Ingredient 29 Unit,Ingredient 29 Real Weight (g),Ingredient 29 Omittable,Ingredient 29 Exchangeable With,Ingredient 30,Ingredient 30 Quantity,Ingredient 30 Unit,Ingredient 30 Real Weight (g),Ingredient 30 Omittable,Ingredient 30 Exchangeable With,Preparation Instruction,Difficulty,Preparation Time (min),Other time (min),Popularity,Source,Meal Category (1:n)
146,Eierkuchen aus dem Ofen,Eier,2,Stück,116,0,0,Weizenmehl (Vollkorn),25,g,25,0,0,"Magermilch (bis 0,5% Fett)",100,ml,100,0,0,Zucker,1,TL,5,0,0,Rapsöl,1,TL,3,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mehl mit der Milch verrühren, Eier und Zucker hinzugeben und mit dem Rührbesen zu homogener Masse schlagen. Öl auf einem Backblech verteilen und Backpapier drauflegen. Nun den flüssigen Teig auf dem Blech verteilen. Das Ganze dann 12 Min. bei 200°C auf mittlerer Schiene backen. Herausholen, wenn die Ränder goldgelb sind. Nun kann man das Ganze belegen.",1,20,0,,,"2,3"
147,Beeriges Porridge,Haferflocken (Vollkorn),50,g,50,0,0,"Milch (fettarm 1,5% Fett)",100,ml,100,0,0,Zucker,"0,5",TL,"2,5",0,0,Himbeeren,20,g,20,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haferflocken zusammen mit Milch und 75ml Wasser in einen Topf geben. Den Brei kurz aufkochen lassen und dann bei kleiner Hitze weiterkochen, bis er eine etwas festere Konsistenz hat. Den Porridge mit Honig süßen und mit Himbeeren verziert sofort servieren. Guten Appetit!",1,20,0,,,"1,3"
148,Porridge Classic,Haferflocken (Vollkorn),50,g,50,0,0,"Magermilch (bis 0,5% Fett)","0,25",l,250,0,0,Butter,5,g,5,0,0,Zimt,"0,5",TL,1,0,0,Zucker,"0,5",TL,"2,5",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haferflocken, Milch und Butter in eine Pfanne geben und erhitzen. Dabei ständig rühren, damit die Milch nicht anbrennt. 10 Min. bei ständigem Rühren einkochen lassen. Anschließend 5 Min. auf der ausgeschalteten Herdplatte nachquellen lassen. Mit Zimt und Zucker abschmecken und servieren. Guten Appetit!",1,20,0,,,"1,3"
149,Schnelles Porridge,Haferflocken (Vollkorn),50,g,50,0,0,"Magermilch (bis 0,5% Fett)",100,ml,100,0,0,Zucker,"0,5",TL,3,0,0,Zimt,1,Prise,"0,2",0,0,,0,,0,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Die Haferflocken und die Milch zusammen in ein Mikrowellengefäß geben, einen Deckel locker auflegen oder die ""Mikrowellen-Öffnung"" geöffnet lassen. Die Mikrowelle auf 800 Watt und 1 Min. stellen, danach den Porridge umrühren und noch einmal für 1 Min. in die Mikrowelle stellen, danach nochmal umrühren und 2 Min. abkühlen lassen. Tipp: Das Gefäß sollte ausreichend groß und hoch sein, da der Porridge in der Mikrowelle ""hochgeht"".",1,10,0,,,"1,3"
150,Leckeres Bananen-Porridge,Banane,1,Stück,70,0,0,Haferflocken (Vollkorn),50,g,50,0,0,"Magermilch (bis 0,5% Fett)",100,ml,105,0,0,Honig,"0,5",EL,9,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In einer Schüssel die Banane zerdrücken. Haferflocken, Milch und 150ml Wasser zusammen in einen Topf geben und bei starker Hitze kurz aufkochen lassen. Immer gut durchrühren, damit nichts anbrennt. Bei niedriger Hitze alles kurz quellen lassen. Das Porridge zu dem Bananenbrei geben, unterheben und sofort servieren.",1,10,0,,,"1,3"
153,Englisches Porridge,Haferflocken (Vollkorn),50,g,50,0,0,"Magermilch (bis 0,5% Fett)",75,ml,80,0,0,Himbeeren,100,g,100,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Die Haferflocken mit der Milch und dem 75ml Wasser aufkochen. Danach bei sehr kleiner Hitze weiterköcheln lassen, bis der Porridge breiig ist. Mit den Himbeeren gemischt in eine Schale füllen. Fertig.",1,10,0,,,"1,3"
157,Original Porridge,Haferflocken (Vollkorn),75,g,75,0,0,Jod-Salz,1,Prise,1,0,0,"Magermilch (bis 0,5% Fett)",2,EL,30,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haferflocken, Salz und 200ml Wasser in einen Topf geben, zum Kochen bringen und kontinuierlich bis zur gewünschten Festigkeit rühren. Auf einen Teller füllen und warme Milch darüber geben. Fertig!",1,10,0,,,"1,3"
161,Fitness Porridge,"Magermilch (bis 0,5% Fett)",200,ml,220,0,0,Banane,"0,5",Stück,35,0,0,Haferflocken (Vollkorn),50,g,50,0,0,Apfel,"0,5",Stück,"42,5",0,0,Zimt,"0,5",TL,1,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milch in einen Topf füllen und langsam erwärmen. Zeitgleich die Banane mit einer Gabel zerdrücken und zu der Milch hinzufügen. Stets umrühren, damit sich die Banane in der Milch verteilt. Ist die Milch warm, die Haferflocken hinzufügen und bei geringer Wärmezufuhr 8 Min. quellen lassen, bis der Brei die gewünschte Konsistenz hat. Dabei stets umrühren. Nun den Apfel in kleine Stückchen schneiden. In einer Schüssel den Brei mit den Apfelstückchen vermischen und mit Zimt abschmecken. Fertig.",1,10,0,,,"1,3"
162,Frühstücks-Porridge,Haferflocken (Vollkorn),4,EL,32,0,0,Honig,1,EL,18,0,0,"Magermilch (bis 0,5% Fett)",400,ml,400,0,0,Zimt,"0,5",TL,1,0,0,Apfel,"0,5",Stück,40,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Die Milch in einem Topf erwärmen und den Honig darin auflösen. Die Haferflocken unterrühren und den Zimt dazugeben. Alles ein paar Minuten weiterrühren, da die Haferflocken noch nachquellen.",1,15,0,,,1
164,Power Porridge,Haferflocken (Vollkorn),40,g,40,0,0,Vollkorn-Müsli,20,g,20,0,0,"Magermilch (bis 0,5% Fett)",250,ml,250,0,0,Apfel,1,Stück,85,0,0,Zimt,"0,5",TL,1,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haferflocken und Milch in eine Schüssel geben und bei voller Leistung 2 Min. in die Mikrowelle stellen. Zeigleich den Apfel in Würfel schneiden. Dann zu dem Brei das Müsli, den Apfel und den Zimt geben.",1,10,0,,,"1,3"
166,Champignoncremesuppe,Champignons,150,g,150,0,0,Zwiebel,"0,5",Stück,46,0,0,Hüttenkäse,50,g,50,0,0,Frischkäse,"0,5",EL,6,0,0,"Magermilch (bis 0,5% Fett)",50,ml,55,0,0,Gemüsebrühe,250,ml,250,0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer (schwarz),1,Prise,"0,2",0,0,Muskatnuss,1,Prise,"0,2",0,0,Kümmel,1,Prise,1,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Die Champignons vierteln und in einem beschichteten Topf ohne Fett anbraten, bis sie schön braun geworden sind. Nun die Zwiebel dazugeben und mitdünsten. Mit der Gemüsebrühe ablöschen und einige Minuten einkochen lassen. Nun den Hüttenkäse dazugeben und verrühren, bis er schmilzt. Frischkäse und Milch unterrühren und kurz aufkochen lassen. Die Suppe pürieren und mit den Gewürzen abschmecken. ",1,30,0,,,"2,3"
167,Blumenkohlsalat,Blumenkohl,75,g,75,0,0,Tomate (rot),1,Stück,96,0,0,Salatgurke,50,g,50,0,0,Frühlingszwiebel,"0,25",Stück,11,0,0,Wiener Wurst,50,g,50,0,0,Knoblauchzehe,"0,25",Zehe,1,0,0,Joghurt (natur),1,EL,15,0,0,Schnittlauch,"0,5",EL,3,0,0,Jod-Salz,1,prise,1,0,0,Pfeffer (schwarz),"0,5",Prise,"0,1",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blumenkohl zu Reiskorngröße raspeln, leicht salzen und in einem Sieb über einer Schüssel 30 Min. abtropfen lassen. Nun Blumenkohl in ein angefeuchtetes Küchentuch geben und restliche Feuchtigkeit auspressen. Dann in eine Schüssel geben. Restliches Gemüse und Wurst würfeln bzw. in Ringe schneiden und zu den Blumenkohlraspeln geben. Gurkenkerne vorher mit einem Teelöffel ausschaben. Aus der gepressten Knoblauchzehe, Joghurt, Schnittlauch und Gewürzen eine Sauce zubereiten und mit dem Gemüse vermischen. Fertig.",1,30,0,,,"2,3"
168,Thunfisch-Salat,Tomate (rot),200,g,200,0,0,Thunfisch (Dose),100,g,100,0,0,Mozzarella,125,g,125,0,0,Basilikum,"0,5",Bund,10,0,0,Eier,1,Stück,58,0,0,Crème Légère,1,EL,15,0,0,Jod-Salz,1,Prise,1,1,0,Olivenöl,1,TL,3,0,0,Pfeffer (schwarz),1,Prise,"0,2",1,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tomaten entkernen, Fruchtfleisch zerkleinern. Mozzarella und Thunfisch in kleine Stücke schneiden und das Basilikum klein hacken. Die hart gekochten Eier würfeln und zusammen mit dem Thunfisch, Mozzarella, Tomatenwürfel, Basilikum und Oliven vermischen. Mit Salz, Pfeffer und Olivenöl abschmecken. Zum Abschluss Crème Légère vorsichtig unterheben. Fertig.",1,15,0,,,"2,3"
169,Frikadelle,Hackfleisch (gemischt),150,g,150,0,0,Zwiebel,"0,5",Stück,30,0,0,Eier,"0,5",Stück,29,0,0,Blumenkohl,60,g,60,0,0,Magerquark (<10% Fett),1,EL,"12,5",0,0,Geriebener Käse,10,g,10,0,0,Jod-Salz,1,Prise,1,1,0,Sambal Oelek,1,TL,6,0,0,Pfeffer (schwarz),1,Prise,"0,2",1,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Den Blumenkohl klein schneiden und zu kleinen Krümeln häckseln. Die Zwiebeln in kleine Würfel schneiden und mit dem zerkleinerten Blumenkohl 10 Min. bei mittlerer Hitze anschwitzen. Die Eier, den Quark den nochmals zerkleinerten Raspelkäse sowie die Gewürze zu einer homogenen Brei verrühren. Die leicht abgekühlte Blumenkohl-Zwiebelmasse dazugeben und unterrühren. Hackepeter mit einer Gabel unterrühren und kleine Frikadellen formen. Von beiden Seiten in einer Pfanne braten. Fertig!",1,35,0,,,3
170,Geflügelsalat,Hähnchen (Brust),150,g,150,0,0,Gewürzgurken (Glas),1,Stück,50,0,0,Eier,1,Stück,50,0,0,Frühlingszwiebel,20,g,20,0,0,Mayonnaise (fettarm),1,EL,14,0,0,Saure Sahne,1,EL,12,0,0,Oregano,"0,5",EL,2,0,0,Chilipulver,"0,25",TL,"0,5",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geflügelscheiben in ca. 1 cm breite Streifen schneiden. Nun Gewürzgurke, Eier, Frühlingszwiebeln, Mayonnaise, Saure Sahne, Oregano und Pfeffer in einer großen Schüssel mischen. Das Fleisch dazu geben und gut verrühren.",1,10,0,,,"2,3"
171,Gebratene Knollenpetersilie,Knollenpetersilie (Wurzelpetersilie),250,g,250,0,0,Zwiebel,1,Stück,92,0,0,Schinkenspeck (Scheiben),40,g,40,0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer (schwarz),1,Prise,"0,2",0,0,Kümmel,1,Prise,"0,2",1,0,Olivenöl,1,TL,3,0,0,,0,,0,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petersilienwurzeln schälen und in 3 mm dicke Scheiben schneiden. Die Zwiebeln in dünne Ringe & den Speck in kleine Würfel schneiden. Das Öl in einer großen Pfanne erhitzen und die Petersilienwurzeln hineingeben. Nachdem die Wurzeln ein wenig Farbe angenommen haben, die Zwiebeln und den Speck sowie die Gewürze dazugeben. Alles gut Farbe nehmen lassen und ggf. nochmals abschmecken. Fertig. Guten Appetit!",1,25,0,,,"2,3"
173,Fleisch & Käse Salat,Tomate (rot),1,Stück,96,0,0,Salatgurke,"0,25",Stück,100,0,0,Emmentaler,100,g,100,0,0,Joghurt (natur),40,g,40,0,0,Kräuter (gemischt),"0,25",Packung,1,0,0,Jod-Salz,1,Prise,1,1,0,Pfeffer (schwarz),1,Prise,"0,2",1,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomaten und Gurken klein schneiden.Alles zusammen mit dem Käse in eine Schüssel geben. Kräuter und Joghurt mischen und über den Salat geben. Gut vermengen und abschmecken. Fertig.,1,10,0,,,"2,3"
177,Süß-scharfer Lachs,Lachsfilet,200,g,200,0,0,Rahmspinat (TK),125,g,125,0,0,Süße Sahne,50,g,50,0,0,geriebener Käse,40,g,40,0,0,Zwiebel,"0,5",Stück,30,0,0,Knoblauchzehe,"0,25",Zehe,1,0,0,Honig,"0,25",EL,5,0,0,Frischkäse,"0,5",EL,6,0,0,Jod-Salz,1,Prise,1,1,0,Chilipulver,1,Prise,"0,2",1,0,Paprikapulver,1,Prise,"0,2",1,0,Kräuter (gemischt),1,Prise,"0,2",1,0,Rote Chili,"0,25",Stück,5,0,0,Pfeffer (schwarz),1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spinat auftauen, salzen, mit Chilipulver würzen & am Boden einer flachen Auflaufform verteilen. Lachsfilet salzen und auf das Spinatbett legen. Honig in kleine Schale geben und Chili und Paprika vermischen. Gewürfelte Zwiebel und gewürfelte Knoblauchzehe in Öl dünsten, bis die Zwiebel beginnt, braun zu werden. Sahne angießen, Frischkäse hinzufügen. Honig in Mikrowelle erwärmen. Mit Pinsel auf Lachs großzügig verteilen und ein wenig auf Spinat träufeln. Sahnesauce um den Fisch herum auf dem Spinat verteilen, ebenso den Käse. Auflaufform auf dem Rost in das untere Drittel des Ofens stellen und 30 Min bei 185°C im vorgeheizten Ofen garen. Zwischendurch Lachs mit Honig bestreichen.",1,50,0,,,"2,3"
180,Fisch in der Rolle,Blattspinat,20,g,20,0,0,Eier,1,Stück,58,0,0,Geriebener Käse,10,g,10,0,0,Lachsfilet,50,g,50,0,0,Frischkäse,2,EL,30,0,0,Jod-Salz,1,Prise,1,0,0,Parmesan,20,g,20,0,0,Pfeffer (schwarz),1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ei schaumig schlagen. Spinat, Salz, Pfeffer, Käse mit der Eiermasse mischen. Backblech mit Backpapier auslegen und mit Parmesan bestreuen, die Masse darauf verteilen. 10 Min. bei 200°C backen, kalt werden lassen, umdrehen, so dass die Fülle auf die Käseseite kommt. Mit Frischkäse bestreichen, darauf den Lachs verteilen & mit Zitronensaft beträufeln. Das Ganze fest rollen und in Klarsichtfolie wickeln und mindestens 6 Stunden kühlen. Danach in beliebig dicke Scheiben schneiden. Fertig.",1,35,0,,,"2,3"
184,Fischrolle auf Spinat,Lachs (Scheiben),30,g,30,0,0,Rahmspinat (TK),25,g,25,0,0,Gouda,1,Scheibe,25,0,0,Kräuterfrischkäse,25,g,25,0,0,Eier,1,Stück,58,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spinat auftauen, mit Ei vermengen, die Masse auf ein mit Backpapier ausgelegtes Bachblech verteilen und mit Käse bestreuen. 15 Min. bei 200 °C im vorgeheizten Backofen backen. Auskühlen lassen, danach mit dem Frischkäse bestreichen und mit Lachs belegen. Zu einer festen Rolle rollen und mit Alufolie fest einpacken. (Wer will: Rolle für 8 Stunden in den Kühlschrank geben). Danach aus der Folie nehmen, in Scheiben schneiden und anrichten.",1,35,0,,,"2,3"
186,Fischrolle mit Spinat & Käse,Eier,"0,5",Stück,29,0,0,Blattspinat,60,g,60,0,0,Gouda,2,Scheibe,50,0,0,Kräuterfrischkäse,50,g,50,0,0,Lachs (scheiben),100,g,100,0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer (schwarz),1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eier mit dem Spinat vermengen, dann eine Prise Salz und Pfeffer dazu. Auf Backblech mit Backpapier auslegen, darauf die Masse aus Eiern, Spinat, Salz und Pfeffer geben. Nun den geriebenen Käse darauf geben und 20 Min. bei 180 °C backen. Die Masse muss dann auskühlen. Jetzt Kräuterfrischkäse auf die fest gewordene Masse streichen. Nun den Lachs auf den Frischkäse legen und vorsichtig alles zusammenrollen. Danach in Alufolie einpacken und für 8 Stunden in den Kühlschrank legen. Fertig.",1,40,0,,,"2,3"
193,Couscous Bratlinge,Couscous,75,g,75,0,0,Gemüsebrühe,"0,5",Tasse,75,0,0,Zwiebel,"0,5",Stück,46,0,0,Eier,1,Stück,58,0,0,Kräuter (gemischt),1,TL,2,0,0,Knoblauchzehe,"0,25",Stück,1,0,0,Pfeffer (schwarz),1,Prise,"0,2",0,0,Olivenöl,1,TL,3,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zwiebel würfeln und mit kleine gewürfelten Knoblauch in etwas Öl in einem Topf glasig dünsten. Den Topf mit den Zwiebeln vom Herd nehmen. Couscous, heiße Gemüsebrühe, Eier, Petersilie, Pfeffer zu den Zwiebeln geben und alles vermengen. Masse 5 Min. quellen lassen. Bratlinge daraus formen und in der Pfanne von beiden Seiten anbraten.",1,15,0,,,3
