ID,Name,Ingredient 1,Ingredient 1 Quantity,Ingredient 1 Unit,Ingredient 1 Real Weight (g),Ingredient 1 Omittable,Ingredient 1 Exchangeable With,Ingredient 2,Ingredient 2 Quantity,Ingredient 2 Unit,Ingredient 2 Real Weight (g),Ingredient 2 Omittable,Ingredient 2 Exchangeable With,Ingredient 3,Ingredient 3 Quantity,Ingredient 3 Unit,Ingredient 3 Real Weight (g),Ingredient 3 Omittable,Ingredient 3 Exchangeable With,Ingredient 4,Ingredient 4 Quantity,Ingredient 4 Unit,Ingredient 4 Real Weight (g),Ingredient 4 Omittable,Ingredient 4 Exchangeable With,Ingredient 5,Ingredient 5 Quantity,Ingredient 5 Unit,Ingredient 5 Real Weight (g),Ingredient 5 Omittable,Ingredient 5 Exchangeable With,Ingredient 6,Ingredient 6 Quantity,Ingredient 6 Unit,Ingredient 6 Real Weight (g),Ingredient 6 Omittable,Ingredient 6 Exchangeable With,Ingredient 7,Ingredient 7 Quantity,Ingredient 7 Unit,Ingredient 7 Real Weight (g),Ingredient 7 Omittable,Ingredient 7 Exchangeable With,Ingredient 8,Ingredient 8 Quantity,Ingredient 8 Unit,Ingredient 8 Real Weight (g),Ingredient 8 Omittable,Ingredient 8 Exchangeable With,Ingredient 9,Ingredient 9 Quantity,Ingredient 9 Unit,Ingredient 9 Real Weight (g),Ingredient 9 Omittable,Ingredient 9 Exchangeable With,Ingredient 10,Ingredient 10 Quantity,Ingredient 10 Unit,Ingredient 10 Real Weight (g),Ingredient 10 Omittable,Ingredient 10 Exchangeable With,Ingredient 11,Ingredient 11 Quantity,Ingredient 11 Unit,Ingredient 11 Real Weight (g),Ingredient 11 Omittable,Ingredient 11 Exchangeable With,Ingredient 12,Ingredient 12 Quantity,Ingredient 12 Unit,Ingredient 12 Real Weight (g),Ingredient 12 Omittable,Ingredient 12 Exchangeable With,Ingredient 13,Ingredient 13 Quantity,Ingredient 13 Unit,Ingredient 13 Real Weight (g),Ingredient 13 Omittable,Ingredient 13 Exchangeable With,Ingredient 14,Ingredient 14 Quantity,Ingredient 14 Unit,Ingredient 14 Real Weight (g),Ingredient 14 Omittable,Ingredient 14 Exchangeable With,Ingredient 15,Ingredient 15 Quantity,Ingredient 15 Unit,Ingredient 15 Real Weight (g),Ingredient 15 Omittable,Ingredient 15 Exchangeable With,Ingredient 16,Ingredient 16 Quantity,Ingredient 16 Unit,Ingredient 16 Real Weight (g),Ingredient 16 Omittable,Ingredient 16 Exchangeable With,Ingredient 17,Ingredient 17 Quantity,Ingredient 17 Unit,Ingredient 17 Real Weight (g),Ingredient 17 Omittable,Ingredient 17 Exchangeable With,Ingredient 18,Ingredient 18 Quantity,Ingredient 18 Unit,Ingredient 18 Real Weight (g),Ingredient 18 Omittable,Ingredient 18 Exchangeable With,Ingredient 19,Ingredient 19 Quantity,Ingredient 19 Unit,Ingredient 19 Real Weight (g),Ingredient 19 Omittable,Ingredient 19 Exchangeable With,Ingredient 20,Ingredient 20 Quantity,Ingredient 20 Unit,Ingredient 20 Real Weight (g),Ingredient 20 Omittable,Ingredient 20 Exchangeable With,Ingredient 21,Ingredient 21 Quantity,Ingredient 21 Unit,Ingredient 21 Real Weight (g),Ingredient 21 Omittable,Ingredient 21 Exchangeable With,Ingredient 22,Ingredient 22 Quantity,Ingredient 22 Unit,Ingredient 22 Real Weight (g),Ingredient 22 Omittable,Ingredient 22 Exchangeable With,Ingredient 23,Ingredient 23 Quantity,Ingredient 23 Unit,Ingredient 23 Real Weight (g),Ingredient 23 Omittable,Ingredient 23 Exchangeable With,Ingredient 24,Ingredient 24 Quantity,Ingredient 24 Unit,Ingredient 24 Real Weight (g),Ingredient 24 Omittable,Ingredient 24 Exchangeable With,Ingredient 25,Ingredient 25 Quantity,Ingredient 25 Unit,Ingredient 25 Real Weight (g),Ingredient 25 Omittable,Ingredient 25 Exchangeable With,Ingredient 26,Ingredient 26 Quantity,Ingredient 26 Unit,Ingredient 26 Real Weight (g),Ingredient 26 Omittable,Ingredient 26 Exchangeable With,Ingredient 27,Ingredient 27 Quantity,Ingredient 27 Unit,Ingredient 27 Real Weight (g),Ingredient 27 Omittable,Ingredient 27 Exchangeable With,Ingredient 28,Ingredient 28 Quantity,Ingredient 28 Unit,Ingredient 28 Real Weight (g),Ingredient 28 Omittable,Ingredient 28 Exchangeable With,Ingredient 29,Ingredient 29 Quantity,Ingredient 29 Unit,Ingredient 29 Real Weight (g),Ingredient 29 Omittable,Ingredient 29 Exchangeable With,Ingredient 30,Ingredient 30 Quantity,Ingredient 30 Unit,Ingredient 30 Real Weight (g),Ingredient 30 Omittable,Ingredient 30 Exchangeable With,Preparation Instruction,Difficulty,Preparation Time (min),Other time (min),Popularity,Source,Meal Category (1:n)
100,Protein-Brokkolipizza,Leinsamen geschrotet,100,g,100,0,0,Eier,1,Stück,58,0,0,Quark,1,EL,15,0,0,Senf,1,TL,5,0,0,Tomate rot,2,Stück,192,0,0,Knoblauchzehe,2,Zehe,6,0,0,Olivenöl,2,EL,20,0,0,getrocknete Tomate (in Öl),50,g,50,0,0,Oregano,1,EL,4,0,0,Meersalz,1,Prise,1,0,0,Pfeffer schwarz,1,Prise,"0,2",0,0,Gouda,50,g,50,0,0,Broccoli,"0,5",Stück,170,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mit Rührstab Leinsamen, Ei, Senf und Magerquark verrühren und die Masse auf Backpapier geben und mit Backpapier eine Kugel formen. Ein zweites Stück Backpapier auflegen und mit dem Nudelholz dünn ausrollen. Ausgerollter Boden mit dem unteren Backpapier auf ein Backblech ziehen und für 10 Min. in den 180°C vorgeheizten Ofen geben. Für die Soße Tomaten, getrocknete Tomaten und Knoblauch klein hacken und zusammen mit Olivenöl, Oregano, Salz und Pfeffer in einer Tasse verrühren. In eine heiße Pfanne geben und 2 Min. kochen, bis das Knoblauch-Aroma in der Nase liegt. Tomatensoße auf Boden verteilen und mit Spinat und Brokkoli belegen. Nun mit dem Käse belegen und 15 Min. bei 220°C backen.",1,30,25,228,,"2,3"
101,"Upfit ""Geflügel im Speckmantel""",Hähnchen (Brust),200,g,200,0,0,Schwein Schinkenspeck,50,g,50,0,0,Rosmarin,1,TL,3,0,0,Knoblauchzehe,"0,5",Zehe,"1,5",0,0,Olivenöl,1,TL,3,0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hähnchenbrust mit Küchenpapier trocken und pfeffern. Pro Hähnchenbrust 5 Scheiben Bacon auf die Arbeitsfläche legen und die Hähnchenbrust darin einwickeln. Öl in der Pfanneerhitzen, die zerdrückten Knoblauchzehen sowie die Zweige Rosmarin hinzu geben und die Hähnchenbrustfilets 4 Min. von allen Seiten anbraten. Zeitgleich Ofen auf 160°C vorheizen. Filets 12 Min. im Ofen garen.",1,10,20,210,,"2,3"
102,"Upfit ""Fischgulasch""",Chilipulver,1,EL,6,0,0,Seelachs,300,g,300,,,Zwiebel,"0,33",Stück,30,0,0,Knoblauchzehe,"1,5",Zehe,5,0,0,Paprikaschote gegart,"1,5",Stück,"193,75",0,0,Ingwer,20,g,20,0,0,Rapsöl,1,EL,12,0,0,Gemüsebrühe,50,ml,50,0,0,Ajvar,1,EL,15,0,0,Saure Sahne,50,g,50,0,0,Frühlingszwiebel,1,Stück,45,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geputztes Fischfilet mit Chili von beiden Seiten einreiben und beiseite stellen. Zwiebel, Knoblauch und Paprika würfeln. Ingwer reiben. Öl in Topf erhitzen und Zwiebeln, Knoblauch sowie Ingwer kräftig darin anrösten, Paprika zufügen, kurz mitschmoren und Brühe sowie Ajvar zugeben. Aufkochen und 4 Min. zugedeckt köcheln lassen. Zeitgleich den Fisch in 3 cm große Stücke sowie die Frühlingszwiebeln in feine Röllchen schneiden. Saure Sahne in das Gemüse geben, heiß werden lassen und die Fischstückchen zufügen. Alles bei Mittelhitze 14 Min. ziehen lassen (nicht kochen). Abschmecken und mit Zwiebelröllchen bestreut servieren.",1,20,0,193,,"2,3"
103,"Upfit ""Gemüsesuppe mit Tofu""",Spinat,100,g,100,0,0,Zucchini,1,Stück,209,0,0,Paprikaschote gegart,1,Stück,155,0,0,Bohnen grün,100,g,100,0,0,Tofu,100,g,100,0,0,Miso,15,g,15,0,0,Frühlingszwiebel,2,Stück,90,0,0,Wasser,350,ml,350,0,0,Sojasauce,"0,5",TL,"2,5",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zucchini in dünne Scheiben schneiden, Paprika und grüne Bohnen in mundgerechte Stücke schneiden. Unaufgetauten Spinat in ca 300 ml kochendes Wasser geben. Sobald das Wasser wieder kocht, das andere Gemüse hinzugeben und 10 Min. köcheln lassen. Zeitgleich Tofu würfeln und Frühlingszwiebel in schmale Ringe schneiden. Miso in 50 ml Wasser auflösen. Zum Ende der Kochzeit Tofu und Frühlingszwiebeln hinzugeben und 2 Min. mitgaren. Nun Wasser mit Miso hinzugeben und aufkochen lassen. Je nach Geschmack mit einem Schuss Sojasoße nachwürzen. Die Suppe ist nun servierfertig.",1,20,10,166,,"2,3"
104,"Upfit ""Tofu-Sauerkraut Rösti""",Sauerkraut,150,g,150,0,0,Tofu,125,g,125,0,0,Eier,2,Stück,116,0,0,Koriander,"0,5",TL,"0,5",0,0,Jod-Salz,1,Prise,1,0,0,Gemüsebrühe,1,TL,3,0,0,Rapsöl,1,EL,12,0,0,Saure Sahne,50,g,50,0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sauerkraut ausdrücken und klein schneiden. Den Tofu mit einer Gabel fein zerdrücken und mit Sauerkraut in Schüssel geben, Eier zufügen, alles gut verrühren und kräftig mit den Gewürzen abschmecken. Eine beschichtete Pfanne mit wenig Rapsöl ausstreichen und Röstis braten, dabei einmal wenden. Die fertigen Röstis im auf 80° geheizten Ofen warm halten bis der ganze Teig verbraucht ist.",1,20,0,,,"1,3,4"
105,Kohlrabi mit Pilzragout,Champignon gegart,100,g,100,0,0,Zwiebel,"0,5",Stück,46,0,0,Sonnenblumenöl,"0,5",EL,5,0,0,Jod-Salz,1,Prise,1,0,0,Meersalz,1,Prise,1,0,0,Pfeffer weiß,1,Prise,"0,2",0,0,Thymian,1,Prise,1,0,0,Sherry,10,ml,10,0,0,Crème fraîche (30% Fett),1,EL,15,0,0,Kohlrabi,1,Stück,66,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zwiebel & Pilze würfeln, Thymian grob hacken. In erhitztem Öl die Thymianblättchen kurz erwärmen, Gemüse zufügen und andünsten. Alles mit Salz und Pfeffer würzen und aus der Pfanne nehmen. Den Bratfond mit Sherry sowie der Crème fraîche erhitzen. Gemüsemasse wieder zugeben, umrühren und bei niedrigster Temperatur warm halten. Salzwasser zum Kochen bringen. Zeitgleich die Kohlrabi schälen, einen Deckel abschneiden und das Innere, bis auf einen 1 cm breiten Rand, aushöhlen. Knollen für 5 Min. und den Deckel für 1 Min. im Salzwasser garen. Nun das Ragout in die abgetropften Kohlrabi geben, den Deckel aufsetzen und servieren.",1,15,0,,,"2,3,4"
106,Zucchiniröllchen mit Spinatfüllung,Zucchini,1,Stück,209,0,0,Quark Magerstufe,125,g,125,0,0,Blattspinat,100,g,100,0,0,Parmesan,50,g,50,0,0,Eier,"0,5",Stück,29,0,0,Jod-Salz,1,Prise,1,0,0,Muskatnuss,1,Prise,"0,2",0,0,Olivenöl,"0,5",EL,5,0,0,Zwiebel,"0,5",Stück,46,0,0,Knoblauchzehe,"0,5",Zehe,"1,5",0,0,Tomatenmark,"0,5",EL,"7,5",0,0,stückige Tomaten,200,g,200,0,0,Wasser,1,TL,5,0,0,Jod-Salz,1,Prise,1,0,0,Thymian,1,Prise,"0,2",0,0,Oregano,1,Prise,"0,2",0,0,geriebener Käse,100,g,100,0,0,Pfeffer,2,Prise,"0,4",0,0,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zucchini mit Sparschäler in längliche Scheiben schneiden. Für die Füllung den aufgetauten Spinat ausdrücken und zerkleinern. Quark, Ei, Parmesan und Spinat gut verrühren. Mit Salz, Pfeffer und Muskat abschmecken. Je nach Breite der Zucchinischeiben 1/2 EL Füllung auf eine Scheibe geben und aufrollen. Die Röllchen mit der Nahtseite nach unten in eine Auflaufform geben. Soße: Zwiebel mit dem Knoblauch in Öl glasig werden lassen. Falls noch Zucchinischeiben übrig sind, können diese auch in Würfel geschnitten mitgedünstet werden. Tomatenmark kurz mitrösten. Mit Tomaten ablöschen und  etwas Wasser zugeben. Mit Salz, Pfeffer und Kräutern abschmecken und 5 Min. einkochen. Die Soße abkühlen lassen und über die Zucchiniröllchen geben. 20 Min. im vorgeheizten Ofen bei 180°C garen. Käse darüber geben und 5 Min. überbacken.",1,15,30,,,"2,3"
107,"Upfit ""Gemüse-Geflügelcurry""",Gemüse,200,g,200,0,0,Hähnchen (Brust),100,g,100,0,0,Teriyakisauce,10,ml,10,0,0,Sambal Oelek,"0,5",TL,3,0,0,Curry,"0,5",TL,1,0,0,Gemüse,1,TL,3,0,0,Limette Fruchtsaft,"0,5",EL,"7,5",0,0,Süßstoff (flüssig),"0,5",TL,3,0,0,Wasser,125,ml,125,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aus Teriyaki Soße und Sambal Oelek eine Marinade rühren und 10 Min. Hähnchenbruststreifen darin einlegen. Dabei einmal wenden. Gemüse klein schneiden und in beschichteter Pfanne 3 Min. anbraten. Currypulver darüber stäuben und mit Wasser auffüllen und die granulierte Gemüsebrühe einstreuen. Deckel auf die Pfanne. Weitere Pfanne erhitzen und darin die marinierten Hähnchenstreifen scharf anbraten. Gemüse mit Limettensaft und Süßstoff abschmecken, die gebratenen Hähnchenstreifen zufügen und Petersilie darüber geben.",1,15,0,,,"2,3"
108,Geflügel mit Champignons,Hähnchen (Brust),250,g,250,0,0,Champignon gegart,200,g,200,0,0,Kokosmilch,50,ml,50,0,0,Knoblauchzehe,1,Zehe,3,0,0,Zwiebel,1,Stück,92,0,0,Kokosöl,1,TL,3,0,0,Kräutersalz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",0,0,Petersilie,1,Prise,"0,2",0,0,Tomate rot,2,Stück,192,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hühnerherzen halbieren, Knoblauch und Champignons in feine Scheiben schneiden und Zwiebel würfeln. In einer Pfanne etwas Kokosöl erhitzen und die Hühnerherzen darin anbraten, Knoblauch und Zwiebel dazugeben, 3 Min. schmoren lassen und dann Champignons dazugeben, unter Wenden wieder 3 Min. schmoren lassen. Nun Kokosmilch hinzugeben, alles gut vermischen und bei geschlossenem Deckel weitere 5 Min. schmoren lassen. Mit Kräutersalz und Pfeffer abschmecken. Tomaten vierteln, auf einen Teller legen und mit Kräutersalz würzen, die Hühnerherzen dazugeben und die Petersilie darüber streuen.",1,15,15,,,"2,3"
109,Gemüse-Geflügel-Eintopf,Möhre (Karotte),"1,5",Stück,120,0,0,Hähnchen (Brust),150,g,150,0,0,Zwiebel,"0,5",Stück,46,0,0,Kohlrabi,33,g,33,0,0,Wasser,150,ml,150,0,0,Tomatenmark,"0,5",EL,"7,5",0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",0,0,Gemüsebrühe,1,TL,3,0,0,Lorbeerblatt,"1,5",Stück,0,0,0,Oliven,1,TL,3,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hühnerherzen in Topf mit Öl gut anbraten. Anschließend beiseitelegen und gewürfelte Zwiebel leicht anbraten. Nun das zuvor klein geschnittene, restliche Gemüse in Topf geben und bei mittlerer Hitze 15 Min. anbraten. Jetzt heißes Wasser mit der Brühe zugeben. Zwischendurch gut umrühren. Nach 10 Min Hühnerherzen und die Lorbeerblätter dazugeben. Zuletzt noch 60 Min. bei schwacher Hitze köcheln lassen.",1,30,75,,,"2,3"
110,Leckere Kohlrabilasagne,Kohlrabi,"0,5",Stück,33,0,0,Schwein Hackfleisch,125,g,125,0,0,passierte Tomaten,150,g,150,0,,Frischkäse,50,g,50,0,0,Crème fraîche (30% Fett),2,EL,30,0,0,Knoblauchzehe,"0,25",Zehe,1,0,0,geriebener Käse,50,g,50,0,0,Zwiebel,"0,25",Stück,23,0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",0,0,Chilipulver,1,Prise,"0,5",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kohlrabi in feine Scheiben schneiden und ca. 13 Min. in Salzwasser kochen. Nun das Hackfleisch in die Pfanne geben und scharf anbraten. Hackfleisch mit den Tomaten ablöschen und kurz aufkochen. Nun den Kräuterfrischkäse hinzugeben und schmelzen lassen. Immer wieder umrühren. Die erste Schicht Kohlrabi in Auflaufform auslegen und den geschmolzenen Frischkäse draufgeben. Anschließend wieder Kohlrabi, dann wieder Hackfleischmasse, usw. bis die Form voll ist. Auf die letzte Schicht zuerst Crème fraîche, dann den Käse geben. Für 20 Min. bei 180 Grad in den Ofen geben, bis der Käse goldbraun ist.",1,35,20,,,"2,3"
111,"Upfit ""Eier-Gemüseschmarrn""",Eier,2,Stück,116,0,0,Frischkäse,70,g,70,0,0,Chiasamen,1,EL,5,0,0,geriebener Käse,50,g,50,0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",0,0,Butter,1,EL,10,0,0,Sellerie,1,Stück,63,0,0,Chicorée,1,Stück,89,0,0,Radieschen,2,Stück,30,0,0,Rucola,10,g,10,0,0,Cocktailtomaten,2,Stück,46,0,0,Schnittlauch,1,TL,4,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eier und Frischkäse mit einer Gabel verquirlen. Geriebenen Käse, Chia-Samen, Salz und Pfeffer dazugeben und durchrühren. Beiseite stellen. Sellerie in sehr dünne Scheiben, den Chicorée in Streifen, die Radieschen in kleine Würfel und Rucola klein schneiden. Butter in mittelgroßer Pfanne schmelzen lassen und das geschnittene Gemüse dazugeben. Kurz bei mittlerer Hitze anbraten lassen. Eiermasse erneut rühren und langsam von außen nach innen über das Gemüse schütten. Stocken lassen. Zeitgleich die Tomaten würfeln und die Kräuter vorbereiten. Eiermasse in Stücke teilen und umdrehen. Nochmal kurz stocken lassen. Auf Teller geben und die Tomaten und Kräuter darauf verteilen.",1,25,0,,,"2,3"
112,"Upfit ""Mangoldgratin Speciale""",Mangold,"0,5",Stück,500,0,0,Fleischtomate,2,Stück,192,0,0,Schalotte,1,Stück,15,0,0,Knoblauchzehe,2,Stück,6,0,0,Gemüsebrühe,60,ml,60,0,0,Mozzarella,"0,5",Kugel,"62,5",0,0,Parmesan,25,g,25,0,0,Weißbrot,1,Scheibe,30,0,0,Pinienkerne,"0,5",EL,10,0,0,Butter,1,TL,4,0,0,Jod-Salz,1,Prise,1,0,0,"Paprikapulver, edelsüß",1,Prise,"0,2",0,0,Muskatnuss,1,Prise,"0,2",0,0,Pfeffer schwarz,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mangold mit Stielen in Streifen schneiden & in Pfanne Pinienkerne anrösten & beiseite stellen. Butter schmelzen und Mangold darin schmoren, mit Gemüsebrühe aufgießen und mit geschlossenem Decker 10 Min. garen. Dann abtropfen lassen und in eine feuerfeste Form geben. Etwas Muskat darüber reiben. Tomaten einschneiden, mit kochendem Wasser übergießen, abschrecken und die Haut abziehen. Dann halbieren, entkernen und Fruchtfleisch in Würfel schneiden. Schalotten und Knoblauch schälen und fein hacken. Etwas Butter in Pfanne erhitzen, Schalotten und Knoblauch darin anschwitzen. Tomatenwürfel dazugeben, kurz mitdünsten und mit Salz, Pfeffer und Paprikapulver abschmecken, dann auf das Mangoldgemüse geben. Mozzarella in Würfel schneiden und ebenfalls auf das Mangoldgemüse geben. Weißbrot zerbröseln, mit geriebenem Parmesan mischen und über das Gratin streuen. Butterflöckchen daraufsetzen und 22 Min. in auf 200°C vorgeheizten Ofen backen.",1,20,35,,,"2,3"
113,Pilzpfanne mit Feta,Pilz,125,g,125,0,0,Zwiebel,"0,5",Stück,46,0,0,Chicorée,50,g,50,0,0,Feta,"0,5",Stück,75,0,0,Oregano,20,g,20,0,0,Thymian,20,g,20,0,0,Pfeffer,10,g,10,0,0,Jod-Salz,"0,5",Prise,"0,5",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pilze in Scheiben und Chicorée in Stücke schneiden. Feta halbieren. Dann Öl in Pfanne geben und Pilze 5 Min. braten. Stetig rühren und mit Pfeffer & Salz würzen. Zwiebeln dazu und erneut 3 Min. braten. Chicorée kurz mitdünsten lassen und umrühren. Öl in einer weiterer Pfanne erhitzen und den Käse hineingeben. Thymian, Oregano & Pfeffer mischen und auf Käse streuen. Den Käse wenden und erneut mit der Gewürzmischung bestreuen. Käse 5 min. braten - dabei den Käse stetig wenden, bis er auf beiden Seiten gebräunt ist. Zusammen mit der Pilzpfanne servieren.",1,30,10,,,"2,3"
114,"Upfit ""Kraft-Burger""",Rind Hackfleisch,80,g,80,0,0,Zwiebel,"0,25",Stück,23,0,0,Eisbergsalat,1,Blatt,10,0,0,Tomate rot,"0,5",Stück,40,0,0,Cheddar,1,Scheibe,30,0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zwiebel 1cm dicke Ringe schneiden. Einige 6 Ringe wegnehmen und den Rest für die Hackfleischpatties klein hacken. Tomate in Scheiben schneiden. Tipp: Große Tomaten eignen sich am besten. Hack und Zwiebeln vermengen und mit Salz & Pfeffer würzen. Danach Burgerpatties mit der Hand formen. Dann Öl in Pfanne erhitzen und Patties von beiden Seiten anbraten. Kurz vor Ende des Bratvorgangs die Käsescheiben auf die Patties legen und leicht schmelzen. Zeitgleich Blätter des Eisbergsalats abtrennen, da diese als Brötchen dienen. Sobald Patties fertig sind den Burger zusammenstellen, indem Fleisch, Tomaten und Zwiebeln in das Salatblatt gelegt werden.",1,30,15,,,"2,3,4"
115,Überbackenes Geflügel,Hähnchen (Brust),200,g,200,0,0,Tomate rot,1,Stück,96,0,0,Champignon gegart,100,g,100,0,0,Mozzarella,"0,5",Kugel,"62,5",0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Die Geflügelfilets in Öl anbraten.Dann Tomaten, Champignons und den Mozzarella in feine Scheiben schneiden. Das Geflügel in eine Auflaufform legen, darauf die Tomaten, dann die Champignons und den Mozzarella schichten und mit Salz & Pfeffer würzen. Die Form für 15 Min bei 200°C in den vorgeheizten Ofen schieben, bis der Käse verlaufen ist und die gewünschte Bräunung erreicht hat. Fertig. Guten Appetit!",1,25,0,,,"2,3"
